Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00       2/2           scene::physics::Physics_Object_List::execute(double) [19]
[173]    0.0    0.00    0.00       2         scene::physics::Physics_Commands::swap_cache() [173]
                0.00    0.00       2/2           std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::swap(std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >&) [184]
                0.00    0.00       2/2           std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::clear() [185]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<scene::physics::Nudge_Command>::allocator() [176]
[174]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<scene::physics::Nudge_Command>::new_allocator() [174]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::swap(std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >&) [184]
[175]    0.0    0.00    0.00       2         __gnu_cxx::__alloc_traits<std::allocator<scene::physics::Nudge_Command>, scene::physics::Nudge_Command>::_S_on_swap(std::allocator<scene::physics::Nudge_Command>&, std::allocator<scene::physics::Nudge_Command>&) [175]
                0.00    0.00       2/2           void std::__alloc_on_swap<std::allocator<scene::physics::Nudge_Command> >(std::allocator<scene::physics::Nudge_Command>&, std::allocator<scene::physics::Nudge_Command>&) [188]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_impl::_Vector_impl() [178]
[176]    0.0    0.00    0.00       2         std::allocator<scene::physics::Nudge_Command>::allocator() [176]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<scene::physics::Nudge_Command>::new_allocator() [174]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_impl::~_Vector_impl() [179]
[177]    0.0    0.00    0.00       2         std::allocator<scene::physics::Nudge_Command>::~allocator() [177]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_base() [181]
[178]    0.0    0.00    0.00       2         std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_impl::_Vector_impl() [178]
                0.00    0.00       2/4           std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_impl_data::_Vector_impl_data() [167]
                0.00    0.00       2/2           std::allocator<scene::physics::Nudge_Command>::allocator() [176]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::~_Vector_base() [182]
[179]    0.0    0.00    0.00       2         std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_impl::~_Vector_impl() [179]
                0.00    0.00       2/2           std::allocator<scene::physics::Nudge_Command>::~allocator() [177]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::swap(std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >&) [184]
[180]    0.0    0.00    0.00       2         std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_impl_data&) [180]
                0.00    0.00       6/6           std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_impl_data const&) [165]
                0.00    0.00       2/4           std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_impl_data::_Vector_impl_data() [167]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::vector() [186]
[181]    0.0    0.00    0.00       2         std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_base() [181]
                0.00    0.00       2/2           std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_impl::_Vector_impl() [178]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::~vector() [187]
[182]    0.0    0.00    0.00       2         std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::~_Vector_base() [182]
                0.00    0.00       2/2           std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_impl::~_Vector_impl() [179]
                0.00    0.00       2/31          std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_M_deallocate(scene::physics::Nudge_Command*, unsigned long) [148]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::clear() [185]
[183]    0.0    0.00    0.00       2         std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_M_erase_at_end(scene::physics::Nudge_Command*) [183]
                0.00    0.00       1/65          std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_M_get_Tp_allocator() [138]
                0.00    0.00       1/3           void std::_Destroy<scene::physics::Nudge_Command*, scene::physics::Nudge_Command>(scene::physics::Nudge_Command*, scene::physics::Nudge_Command*, std::allocator<scene::physics::Nudge_Command>&) [172]
-----------------------------------------------
                0.00    0.00       2/2           scene::physics::Physics_Commands::swap_cache() [173]
[184]    0.0    0.00    0.00       2         std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::swap(std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >&) [184]
                0.00    0.00       4/65          std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_M_get_Tp_allocator() [138]
                0.00    0.00       2/2           std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_impl_data&) [180]
                0.00    0.00       2/2           __gnu_cxx::__alloc_traits<std::allocator<scene::physics::Nudge_Command>, scene::physics::Nudge_Command>::_S_on_swap(std::allocator<scene::physics::Nudge_Command>&, std::allocator<scene::physics::Nudge_Command>&) [175]
-----------------------------------------------
                0.00    0.00       2/2           scene::physics::Physics_Commands::swap_cache() [173]
[185]    0.0    0.00    0.00       2         std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::clear() [185]
                0.00    0.00       2/2           std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_M_erase_at_end(scene::physics::Nudge_Command*) [183]
-----------------------------------------------
                0.00    0.00       2/2           scene::physics::Physics_Commands::Physics_Commands() [201]
[186]    0.0    0.00    0.00       2         std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::vector() [186]
                0.00    0.00       2/2           std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_base() [181]
-----------------------------------------------
                0.00    0.00       2/2           scene::physics::Physics_Commands::~Physics_Commands() [202]
[187]    0.0    0.00    0.00       2         std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::~vector() [187]
                0.00    0.00       2/65          std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_M_get_Tp_allocator() [138]
                0.00    0.00       2/2           std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::~_Vector_base() [182]
                0.00    0.00       2/3           void std::_Destroy<scene::physics::Nudge_Command*, scene::physics::Nudge_Command>(scene::physics::Nudge_Command*, scene::physics::Nudge_Command*, std::allocator<scene::physics::Nudge_Command>&) [172]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::__alloc_traits<std::allocator<scene::physics::Nudge_Command>, scene::physics::Nudge_Command>::_S_on_swap(std::allocator<scene::physics::Nudge_Command>&, std::allocator<scene::physics::Nudge_Command>&) [175]
[188]    0.0    0.00    0.00       2         void std::__alloc_on_swap<std::allocator<scene::physics::Nudge_Command> >(std::allocator<scene::physics::Nudge_Command>&, std::allocator<scene::physics::Nudge_Command>&) [188]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z11randomFloatv [228]
[189]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [189]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z24get_current_display_modev [229]
[190]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [190]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN10global_RNG4SEEDEv [230]
[191]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [191]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN12global_error9log_errorENSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE [231]
[192]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [192]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN15global_settings13LOAD_SETTINGSEv [232]
[193]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [193]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string() [221]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN5scene7physics15Physics_ManagerC2ESt6vectorIPNS0_16Physics_ObserverESaIS4_EE [233]
[194]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [194]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN5scene7physics16Physics_Commands10swap_cacheEv [234]
[195]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [195]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN5scene7physics19Physics_Object_List4moveEmNS0_8PositionES2_ [235]
[196]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [196]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN5scene7physics19Physics_Object_ListC2Ev [236]
[197]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [197]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN7sprites10Sprite_Set17get_screen_coordsEj [237]
[198]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [198]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_pi [238]
[199]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [199]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[200]    0.0    0.00    0.00       1         delta_timer::delta_timer() [200]
-----------------------------------------------
                0.00    0.00       1/1           scene::physics::Physics_Object_List::Physics_Object_List() [70]
[201]    0.0    0.00    0.00       1         scene::physics::Physics_Commands::Physics_Commands() [201]
                0.00    0.00       2/2           std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::vector() [186]
-----------------------------------------------
                0.00    0.00       1/1           scene::physics::Physics_Object_List::~Physics_Object_List() [20]
[202]    0.0    0.00    0.00       1         scene::physics::Physics_Commands::~Physics_Commands() [202]
                0.00    0.00       2/2           std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::~vector() [187]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [214]
[203]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned long) [203]
-----------------------------------------------
                0.00    0.00       1/1           std::multimap<scene::physics::Position, scene::physics::Physics_Object, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::size() const [205]
[204]    0.0    0.00    0.00       1         std::_Rb_tree<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::_Select1st<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::size() const [204]
-----------------------------------------------
                0.00    0.00       1/1           scene::physics::Physics_Object_List::~Physics_Object_List() [20]
[205]    0.0    0.00    0.00       1         std::multimap<scene::physics::Position, scene::physics::Physics_Object, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::size() const [205]
                0.00    0.00       1/1           std::_Rb_tree<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::_Select1st<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::size() const [204]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::_Select1st<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::_Rb_tree_impl<std::less<scene::physics::Position>, true>::~_Rb_tree_impl() [222]
[206]    0.0    0.00    0.00       1         std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::~allocator() [206]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<0ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>*, std::default_delete<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> > >::_M_head(std::_Tuple_impl<0ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>*, std::default_delete<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> > >&) [208]
[207]    0.0    0.00    0.00       1         std::_Head_base<0ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>*, false>::_M_head(std::_Head_base<0ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>*, false>&) [207]
-----------------------------------------------
                0.00    0.00       1/1           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>*& std::__get_helper<0ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>*, std::default_delete<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> > >(std::_Tuple_impl<0ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>*, std::default_delete<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> > >&) [224]
[208]    0.0    0.00    0.00       1         std::_Tuple_impl<0ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>*, std::default_delete<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> > >::_M_head(std::_Tuple_impl<0ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>*, std::default_delete<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> > >&) [208]
                0.00    0.00       1/1           std::_Head_base<0ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>*, false>::_M_head(std::_Head_base<0ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>*, false>&) [207]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [219]
[209]    0.0    0.00    0.00       1         std::char_traits<char>::assign(char&, char const&) [209]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [218]
[210]    0.0    0.00    0.00       1         std::pointer_traits<char*>::pointer_to(char&) [210]
                0.00    0.00       1/1           char* std::addressof<char>(char&) [227]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree_header::_Rb_tree_header() [212]
[211]    0.0    0.00    0.00       1         std::_Rb_tree_header::_M_reset() [211]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::_Select1st<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::_Rb_tree_impl<std::less<scene::physics::Position>, true>::_Rb_tree_impl() [73]
[212]    0.0    0.00    0.00       1         std::_Rb_tree_header::_Rb_tree_header() [212]
                0.00    0.00       1/1           std::_Rb_tree_header::_M_reset() [211]
-----------------------------------------------
                0.00    0.00       1/1           std::unique_ptr<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, std::default_delete<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> > >::~unique_ptr() [549]
[213]    0.0    0.00    0.00       1         std::__uniq_ptr_impl<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, std::default_delete<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> > >::_M_ptr() [213]
                0.00    0.00       1/1           std::tuple_element<0ul, std::tuple<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>*, std::default_delete<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> > > >::type& std::get<0ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>*, std::default_delete<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> > >(std::tuple<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>*, std::default_delete<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> > >&) [225]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [216]
[214]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [214]
                0.00    0.00       1/1938134     std::is_constant_evaluated() [95]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned long) [203]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::_Select1st<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::_Rb_tree_impl<std::less<scene::physics::Position>, true>::_Rb_tree_impl() [73]
[215]    0.0    0.00    0.00       1         std::_Rb_tree_key_compare<std::less<scene::physics::Position> >::_Rb_tree_key_compare() [215]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [169]
[216]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [216]
                0.00    0.00       1/22          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [159]
                0.00    0.00       1/151         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_get_allocator() [115]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [214]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string() [221]
[217]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char>&&) [217]
                0.00    0.00       1/1           std::remove_reference<std::allocator<char>&>::type&& std::move<std::allocator<char>&>(std::allocator<char>&) [226]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string() [221]
[218]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [218]
                0.00    0.00       1/1           std::pointer_traits<char*>::pointer_to(char&) [210]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string() [221]
[219]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [219]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_length(unsigned long) [220]
                0.00    0.00       1/22          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [159]
                0.00    0.00       1/1           std::char_traits<char>::assign(char&, char const&) [209]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [219]
[220]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_length(unsigned long) [220]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [193]
[221]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string() [221]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [218]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char>&&) [217]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [219]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::_Select1st<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::~_Rb_tree() [21]
[222]    0.0    0.00    0.00       1         std::_Rb_tree<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::_Select1st<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::_Rb_tree_impl<std::less<scene::physics::Position>, true>::~_Rb_tree_impl() [222]
                0.00    0.00       1/1           std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::~allocator() [206]
-----------------------------------------------
                0.00    0.00       1/1           char* std::addressof<char>(char&) [227]
[223]    0.0    0.00    0.00       1         char* std::__addressof<char>(char&) [223]
-----------------------------------------------
